view,country,x,textArray,arrowDirection,arrowPath1,arrowPath2,arrowPath3,textOffsetX,textOffsetY,textAnchor,xUnformatted,manualTextSplit,textLines
0,Wales,2022-Nov-21 20:55:47.000,Wales' odds bounced back when Gareth|Bale scored a late penalty to|equalise against the USA,s,10,0,-45,-25,0,start,Mon Nov 21 2022 20:55:47 GMT+0000 (Greenwich Mean Time),T,
1,Argentina,2022-Nov-22 11:43:09.000,Argentina's world cup began|in disastrous fashion as|they surrendered an early|lead to  lose to Saudi Arabia,s,5,0,-5,-20,0,middle,Tue Nov 22 2022 11:43:09 GMT+0000 (Greenwich Mean Time),T,
1,Argentina,2022-Nov-26 20:25:52.000,The bookies' confidence in|Argentina hit its lowest point|as they struggled to make|a breakthrough against Mexico,s,120,-10,0,0,-20,end,Sat Nov 26 2022 20:25:52 GMT+0000 (Greenwich Mean Time),T,
1,Argentina,2022-Dec-09 20:53:30.000,"Argentina were seemingly cruising|into the quarter-finals after a Messi|penalty doubled their lead, but then…",se,10,-10,0,0,-20,end,Fri Dec 09 2022 20:53:30 GMT+0000 (Greenwich Mean Time),T,
1,Argentina,2022-Dec-09 21:43:03.000,"…the Netherlands' switch to ""route one"" football|shifted the momentum of the tie, and|the Dutch equalised in the dying minutes",n,3,0,2,30,0,middle,Fri Dec 09 2022 21:43:03 GMT+0000 (Greenwich Mean Time),T,
1,Argentina,2022-Dec-18 16:13:42.000,"With a two-goal lead and Argentina|in complete control, bookmakers gave|them a +90% chance of victory",e,10,-5,0,0,-5,end,Sun Dec 18 2022 16:13:42 GMT+0000 (Greenwich Mean Time),T,
1,Argentina,2022-Dec-18 16:57:21.000,"Two Mbappe goals in just|95 seconds sunk Argentina's|chances back to 50%, exactly|where they were at the|beginning of the game",n,10,0,5,15,0,end,Sun Dec 18 2022 16:57:21 GMT+0000 (Greenwich Mean Time),T,
1,Australia,2022-Nov-30 21:06:41.000,"Despite qualifying from their group with|two wins, bookmakers remained unconvinced|that Australia were a serious threat to win it all.| Their odds peaked at just 0.4%.",s,20,-20,0,0,-20,end,Wed Nov 30 2022 21:06:41 GMT+0000 (Greenwich Mean Time),T,
1,Australia,2022-Nov-22 19:32:36.000,"Australia's odds increased after they|took a shock early lead in their opening|game against France, but it was not to last",s,20,0,-50,0,0,middle,Tue Nov 22 2022 19:32:36 GMT+0000 (Greenwich Mean Time),T,
1,Belgium,2022-Nov-12 00:16:00.000,Bookmakers downgraded Belguim's|chances of winning the World|Cup in the months leading|up to the tournament,sw,15,0,-20,0,0,middle,Sat Nov 12 2022 00:16:00 GMT+0000 (Greenwich Mean Time),T,
1,Belgium,2022-Nov-24 12:21:51.000,Despite winning their opening game|Belguim's odds fell due to their|lackluster performance,ne,10,0,15,0,0,middle,Thu Nov 24 2022 12:21:51 GMT+0000 (Greenwich Mean Time),T,
1,Belgium,2022-Nov-27 14:42:49.000,Belgium's chances fell further following|Romain Saiss's goal for Morocco. Defeat left|Belgium needing to win their final|group game to progress,sw,10,0,-40,0,0,middle,Sun Nov 27 2022 14:42:49 GMT+0000 (Greenwich Mean Time),T,
1,Belgium,2022-Dec-01 16:37:02.000,"Belgium had many chances to take|the lead against Croatia but could|not convert, resulting in an early exit",s,10,0,-3,0,0,middle,Thu Dec 01 2022 16:37:02 GMT+0000 (Greenwich Mean Time),T,
1,Brazil,2022-Nov-20 16:01:39.000,Brazil's were favourties on the|eve of the tournament,s,10,0,-20,0,0,middle,Sun Nov 20 2022 16:01:39 GMT+0000 (Greenwich Mean Time),T,
1,Brazil,2022-Dec-01 20:56:55.000,Brazil's odds increased by 3 points|after shock results in Group E|ensured they would not have to play|Spain or Germany in the quarter-finals,se,30,0,-10,0,0,middle,Thu Dec 01 2022 20:56:55 GMT+0000 (Greenwich Mean Time),T,
1,Brazil,2022-Dec-09 16:46:50.000,The chances of Brazil winning it all|drifted as they failed to score against|Croatia in 90 minutes,ne,15,0,20,-20,0,middle,Fri Dec 09 2022 16:46:50 GMT+0000 (Greenwich Mean Time),T,
1,Brazil,2022-Dec-09 17:27:30.000,Brazil's odds peaked after|Neymar's extra time goal…,s,5,-20,0,0,-8,end,Fri Dec 09 2022 17:27:30 GMT+0000 (Greenwich Mean Time),T,
1,Brazil,2022-Dec-09 17:54:27.000,"…but with minutes|left, Croatia equalised|with their first|shot on target,|taking the game|to penalties",w,10,5,0,0,-8,start,Fri Dec 09 2022 17:54:27 GMT+0000 (Greenwich Mean Time),T,
1,Cameroon,2022-Nov-28 10:49:19.000,"Cameroon's odds briefly jumped when they opened|the scoring against Serbia, but they would then|concede two quick goals just before half time",s,10,0,-5,0,0,middle,Mon Nov 28 2022 10:49:19 GMT+0000 (Greenwich Mean Time),T,
1,Cameroon,2022-Dec-02 20:59:57.000,A late winner against favourites Brazil was|not enough to see Cameroon qualify for|the knockout stages due to Switzerland's|win against Serbia,sw,20,20,0,0,-25,start,Fri Dec 02 2022 20:59:57 GMT+0000 (Greenwich Mean Time),T,
1,Canada,2022-Nov-23 19:44:34.000,"Canada's odds increased slightly as|they dominated the first half against|Belgium. By the final whistle, the North|American side had attempted 22|shots but failed to score",se,10,0,-20,-10,0,middle,Wed Nov 23 2022 19:44:34 GMT+0000 (Greenwich Mean Time),T,
1,Canada,2022-Nov-27 16:33:14.000,"Alphonso Davies' early goal gave Canada|the lead against Croatia, giving them|real hope of escaping the group",s,12,0,-2,10,0,middle,Sun Nov 27 2022 16:33:14 GMT+0000 (Greenwich Mean Time),T,
1,Canada,2022-Dec-01 14:58:31.000,"With two defeats, Canada were one of|the few nations to be eliminated before|their final group game. Ultimately,|Morocco also proved too tough a task|for the Canadians",sw,20,30,0,0,-25,start,Thu Dec 01 2022 14:58:31 GMT+0000 (Greenwich Mean Time),T,
1,Costa Rica,2022-Dec-01 20:33:34.000,When Costa Rica took the lead against Germany|they were briefly on course to qualify from|Group E alongside Japan,s,20,0,-5,0,0,middle,Thu Dec 01 2022 20:33:34 GMT+0000 (Greenwich Mean Time),T,
1,Croatia,2022-Nov-22 21:03:51.000,"Despite reaching the final in 2018,|bookies viewed Croatia as a long shot|to win in Qatar",s,10,0,-5,0,0,middle,Tue Nov 22 2022 21:03:51 GMT+0000 (Greenwich Mean Time),T,
1,Croatia,2022-Nov-27 16:33:13.000,"Croatia's odds dipped after they conceded|to Canada, putting them at risk|of securing just a single point from their|opening two games",s,30,0,-25,0,0,middle,Sun Nov 27 2022 16:33:13 GMT+0000 (Greenwich Mean Time),T,
1,Croatia,2022-Dec-05 16:44:33.000,Perisic's equaliser boosted|Croatia's title chances,s,20,-10,0,0,-10,end,Mon Dec 05 2022 16:44:33 GMT+0000 (Greenwich Mean Time),T,
1,Croatia,2022-Dec-09 15:01:08.000,"Even after Croatia reached the quarter|finals, bookmakers gave them just|a 1 in 50 chance of winning|the World Cup",s,20,0,-5,-10,0,middle,Fri Dec 09 2022 15:01:08 GMT+0000 (Greenwich Mean Time),T,
1,Croatia,2022-Dec-09 17:58:58.000,"Petkovic's equaliser against Brazil|came in the 117th minute, giving|Croatia the momentum as the|game headed to penalties",se,40,-20,0,0,-10,end,Fri Dec 09 2022 17:58:58 GMT+0000 (Greenwich Mean Time),T,
1,Croatia,2022-Dec-13 19:31:30.000,Croatia started well in their semi-final|and their title odds peaked at 13%|in the moments before Argentina's|opening goal,sw,10,0,-5,15,0,end,Tue Dec 13 2022 19:31:30 GMT+0000 (Greenwich Mean Time),T,
1,Denmark,2022-Nov-22 12:31:29.000,"On the eve of their first game Denmark|had better title odds than Morocco,|Croatia and Japan combined",sw,10,15,0,0,-15,start,Tue Nov 22 2022 12:31:29 GMT+0000 (Greenwich Mean Time),T,
1,Denmark,2022-Nov-26 17:49:53.000,"Denmark looked set to secure a second|consecutive draw, until a late Mbappe|winner left the Danes requiring|a victory in their final group game",sw,35,25,0,0,-15,start,Sat Nov 26 2022 17:49:53 GMT+0000 (Greenwich Mean Time),T,
1,Denmark,2022-Nov-30 16:33:17.000,"Australia's goal sunk the Danes, putting|an end to their disappointing tournament",sw,10,25,0,0,-5,start,Wed Nov 30 2022 16:33:17 GMT+0000 (Greenwich Mean Time),T,
1,Ecuador,2022-Nov-25 17:17:00.000,Ecuador's equaliser against the Netherlands|increased their title chances,s,10,0,-40,0,0,middle,Fri Nov 25 2022 17:17:00 GMT+0000 (Greenwich Mean Time),T,
1,Ecuador,2022-Nov-29 16:35:11.000,"Ecuador only needed a draw|against Senegal to qualify. In the|67th minute they equalised through|Moises Caicedo, but conceded once|more leaving their odds unchanged",sw,10,20,0,0,-25,start,Tue Nov 29 2022 16:35:11 GMT+0000 (Greenwich Mean Time),T,
1,England,2022-Nov-12 00:16:00.000,England's title odds fell before the|tournament due to poor results|in the nations league,s,40,0,-20,-30,0,start,Sat Nov 12 2022 00:16:00 GMT+0000 (Greenwich Mean Time),T,
1,England,2022-Nov-25 20:48:46.000,"After improving following a convincing|victory over Iran, England's odds decreased|during a shaky performance against the USA",sw,10,0,-10,-20,0,middle,Fri Nov 25 2022 20:48:46 GMT+0000 (Greenwich Mean Time),T,
1,England,2022-Dec-10 18:19:06.000,"Morocco's shock win against Portugal|improved both England and France's|odds, since it was viewed as giving|them an easier potential semi-final",e,20,-20,0,0,-20,end,Sat Dec 10 2022 18:19:06 GMT+0000 (Greenwich Mean Time),T,
1,England,2022-Dec-09 21:05:47.000,Every top team saw their|chances increase once Brazil|were eliminated by Croatia,e,20,3,0,0,-10,end,Fri Dec 09 2022 21:05:47 GMT+0000 (Greenwich Mean Time),T,
1,England,2022-Dec-10 19:54:23.000,Tchouameni's long range strike|gave France the early advantage,ne,20,0,20,20,0,end,Sat Dec 10 2022 19:54:23 GMT+0000 (Greenwich Mean Time),T,
1,England,2022-Dec-10 20:27:26.000,"Following Kane's equaliser from the penalty spot England|looked more threatening that France, which was|reflected in their title chances surpassing their pre-game",se,35,-15,0,0,-10,end,Sat Dec 10 2022 20:27:26 GMT+0000 (Greenwich Mean Time),T,
1,England,2022-Dec-10 20:55:12.000,There was too little|time between the| penalty award and|Kane's miss for|changes in odds|to be detected,w,10,2,0,0,-10,start,Sat Dec 10 2022 20:55:12 GMT+0000 (Greenwich Mean Time),T,
1,France,2022-Nov-20 16:01:39.000,France's chances of defending their title fell|slightly before the World Cup began as news|came out that Benzema would join Pogba| and Kante in missing the tournament,s,10,0,-5,-25,0,start,Sun Nov 20 2022 16:01:39 GMT+0000 (Greenwich Mean Time),T,
1,France,2022-Dec-09 20:53:30.000,France's odds improved following|Portugal's elimination to Morocco,e,10,-15,0,0,-5,end,Fri Dec 09 2022 20:53:30 GMT+0000 (Greenwich Mean Time),T,
1,France,2022-Dec-10 20:35:43.000,"After Kane equalised for|England, France's title odds|fell to 23%, exactly equal|to their opponents chances",w,5,2,0,0,-10,start,Sat Dec 10 2022 20:35:43 GMT+0000 (Greenwich Mean Time),T,
1,France,2022-Dec-17 12:22:23.000,"As the final began bookmakers assessed the contest as a coin toss,|both France and Argentina were given 50% chances of victory",se,20,-30,0,0,-5,end,Sat Dec 17 2022 12:22:23 GMT+0000 (Greenwich Mean Time),T,
1,France,2022-Dec-18 16:13:42.000,"Following Argentina's second goal,|France's odds fell below 10%. It looked|as though they were dead and buried",e,10,-2,0,0,-5,end,Sun Dec 18 2022 16:13:42 GMT+0000 (Greenwich Mean Time),T,
1,France,2022-Dec-18 16:57:21.000,"France's odds peaked just|above 50% after Mbappe's|two goals in 95 seconds,|and as both teams frantically|searched for a winner at|the end of normal time",s,2,0,-5,-20,0,middle,Sun Dec 18 2022 16:57:21 GMT+0000 (Greenwich Mean Time),T,
1,Germany,2022-Nov-23 14:53:22.000,Germany's title odds crashed after they|conceded two late goals to lose to Japan,sw,15,0,-40,0,0,middle,Wed Nov 23 2022 14:53:22 GMT+0000 (Greenwich Mean Time),T,
1,Germany,2022-Nov-23 16:29:11.000,Germany's odds fell further after Spain|thrashed Costa Rica 7-0. Spain's superior goal|difference meant Germany could be eliminated|even with wins in both their remaining games,e,10,0,10,5,0,end,Wed Nov 23 2022 16:29:11 GMT+0000 (Greenwich Mean Time),T,
1,Germany,2022-Nov-27 14:57:26.000,"Germany were preparing for a must-win game against|Spain, but then Costa Rica's surprise win over Japan|altered the permutations of Group E, meaning a|draw against Spain and a win in their final group|game would likely be enough for Germany to qualify",nw,25,0,60,-60,0,start,Sun Nov 27 2022 14:57:26 GMT+0000 (Greenwich Mean Time),T,
1,Germany,2022-Nov-27 20:37:07.000,"Even while trailing against|Spain, Germany's title odds|remained above 4%, with the|possibility of a three-way tie|for second in the group",n,5,5,0,0,-10,start,Sun Nov 27 2022 20:37:07 GMT+0000 (Greenwich Mean Time),T,
1,Germany,2022-Dec-01 19:57:47.000,"Following early goals for Germany against Costa Rica|and Spain against Japan, Germany's title chances|improved to exceed their pre-tournament level",s,40,0,-3,0,0,middle,Thu Dec 01 2022 19:57:47 GMT+0000 (Greenwich Mean Time),T,
1,Germany,2022-Dec-01 20:24:40.000,But two quick goals for Japan|suddenly left Germany on equal points|with Spain and going out on goal difference,w,25,3,0,0,-5,start,Thu Dec 01 2022 20:24:40 GMT+0000 (Greenwich Mean Time),T,
1,Ghana,2022-Nov-28 14:31:22.000,Ghana's odds fell when they surrendered|a two-goal lead against South Korea but|recovered once they retook the lead with|a Kudus goal minutes later,s,40,0,-3,0,0,middle,Mon Nov 28 2022 14:31:22 GMT+0000 (Greenwich Mean Time),T,
1,Ghana,2022-Dec-02 15:26:23.000,"Ghana needed to avoid defeat|against Uruguay, a team who|eliminated them with help from|a Luis Suarez handball in 2010",s,25,30,0,0,-15,start,Fri Dec 02 2022 15:26:23 GMT+0000 (Greenwich Mean Time),T,
1,Iran,2022-Nov-25 18:09:26.000,A well-deserved late winner against Wales|put Iran in pole position to qualify from|Group C alongside England,s,5,0,-10,-10,0,middle,Fri Nov 25 2022 18:09:26 GMT+0000 (Greenwich Mean Time),T,
1,Iran,2022-Nov-29 19:37:19.000,"Iran's chances fell after the USA took the lead|in their final group game. Despite some close|chances late on, Iran could not find the|moment of quality needed to equalise",s,25,30,0,0,-8,start,Tue Nov 29 2022 19:37:19 GMT+0000 (Greenwich Mean Time),T,
1,Iran,2022-Nov-21 12:30:45.000,"Iran's moment of the tournament arguably occurred before|they kicked a ball. Prior to their first group game, the Iranian|team remained silent during their national anthem, seen| as a brave act of solidarity with protestors back home.",s,100,25,0,0,-8,start,Mon Nov 21 2022 12:30:45 GMT+0000 (Greenwich Mean Time),T,
1,Japan,2022-Nov-23 14:53:22.000,Two late Japan goals secured|them a surprise victory over|Germany in their opening game,s,20,-13,0,0,-8,end,Wed Nov 23 2022 14:53:22 GMT+0000 (Greenwich Mean Time),T,
1,Japan,2022-Nov-27 12:11:57.000,Japan's strong position in Group E crumbled as|they conceded a late goal against Costa Rica,sw,10,0,-45,-40,0,middle,Sun Nov 27 2022 12:11:57 GMT+0000 (Greenwich Mean Time),T,
1,Japan,2022-Dec-01 20:08:00.000,Japan were on the verge of|elimination after conceding an|early goal against Spain| in their final group game,w,5,5,0,0,-25,start,Thu Dec 01 2022 20:08:00 GMT+0000 (Greenwich Mean Time),T,
1,Japan,2022-Dec-01 20:40:44.000,"Throughout the World Cup, Japan relied on super subs at half-time| to shift momentum and create attacking opportunities. This was the|case against Spain, where a strike from Doan and then a stretching|toe to rescue the ball from the very edge of the pitch by Mitoma -| both substitutes - turned the game in Japan's favour",se,5,0,-78,15,0,end,Thu Dec 01 2022 20:40:44 GMT+0000 (Greenwich Mean Time),T,
1,Japan,2022-Dec-05 15:57:44.000,"Even when they took the lead against Croatia, bookmakers|remained pessimistic about Japan's chances of defeating| the likes of Brazil and Argentina if they progressed, with their|probability of winning the World Cup peaking at just over 2%. ",s,45,0,-25,20,0,end,Mon Dec 05 2022 15:57:44 GMT+0000 (Greenwich Mean Time),T,
1,Mexico,2022-Nov-26 20:28:34.000,"Messi broke the deadlock for Argentina,|reducing Mexico's chances of advancing",s,5,0,-20,0,0,middle,Sat Nov 26 2022 20:28:34 GMT+0000 (Greenwich Mean Time),T,
1,Mexico,2022-Nov-30 20:48:26.000,"Leading in their final group game, Mexico needed to score an|additional goal or for Argentina to extend their lead against|Poland to qualify. Both sides missed a littany of chances,|ending Mexico's streak of reaching the knockout stages|at seven consecutive world cups",sw,20,0,-45,25,0,end,Wed Nov 30 2022 20:48:26 GMT+0000 (Greenwich Mean Time),T,
1,Morocco,2022-Nov-20 16:01:39.000,Morocco started the tournament with just|a 0.3% chance of winning having|replaced their manager in September,s,4,0,-10,15,0,middle,Sun Nov 20 2022 16:01:39 GMT+0000 (Greenwich Mean Time),T,
1,Morocco,2022-Nov-27 19:17:45.000,Two late goals sealed Morocco's victory|over Belgium and left them well|placed to reach the knockout stage,se,10,0,-45,10,0,end,Sun Nov 27 2022 19:17:45 GMT+0000 (Greenwich Mean Time),T,
1,Morocco,2022-Dec-06 17:38:47.000,Morocco's title odds gradually improved as|Spain failed to break down their tough defence|and the game crept towards penalties,se,12,0,-12,10,0,end,Tue Dec 06 2022 17:38:47 GMT+0000 (Greenwich Mean Time),T,
1,Morocco,2022-Dec-10 15:51:38.000,The bookmakers doubled Morcco's title|chances following En-Nesyri's towering|header for the opening goal,se,20,-22,0,0,-15,end,Sat Dec 10 2022 15:51:38 GMT+0000 (Greenwich Mean Time),T,
1,Morocco,2022-Dec-14 20:06:32.000,"After conceding an early|goal to France, Morocco's|odds actually improved|slightly as they created|the better chances",s,12,0,-8,-16,0,start,Wed Dec 14 2022 20:06:32 GMT+0000 (Greenwich Mean Time),T,
1,Morocco,2022-Dec-13 20:23:07.000,"Morocco's odds decreased due to|Argentina, viewed as the stronger team,|defeating Croatia in the other semi-final",sw,18,0,-35,15,0,end,Tue Dec 13 2022 20:23:07 GMT+0000 (Greenwich Mean Time),T,
1,Netherlands,2022-Dec-09 19:00:22.000,The Netherlands' odds of winning the|World Cup jumped sharply after Croatia|upset Brazil in the other quarter-final ,se,20,0,-40,15,0,end,Fri Dec 09 2022 19:00:22 GMT+0000 (Greenwich Mean Time),T,
1,Netherlands,2022-Dec-09 20:46:38.000,"Late in their quarter-final, the Netherlands' title odds fell to just 1%",e,20,-20,0,0,-4,end,Fri Dec 09 2022 20:46:38 GMT+0000 (Greenwich Mean Time),T,
1,Netherlands,2022-Dec-09 21:43:03.000,"Two late goals by substitute Wout|Weghorst, including one from a|deceptive free kick routine,|brought the Netherlands level",sw,20,0,-15,0,0,middle,Fri Dec 09 2022 21:43:03 GMT+0000 (Greenwich Mean Time),T,
1,Netherlands,2022-Dec-02 20:59:57.000,"In the run up to their last 16 game, the|Netherlands' odds fell as consensus|developed that their opponents|the USA were the more fluent|and dynamic team",s,10,0,-12,0,0,middle,Fri Dec 02 2022 20:59:57 GMT+0000 (Greenwich Mean Time),T,
1,Poland,2022-Nov-30 20:35:04.000,"In their final group game, Poland's odds fell as an additional|goal for either Argentina or Mexico, who were both|dominating their respective games, would have|eliminated the European side",s,10,0,-12,0,0,middle,Wed Nov 30 2022 20:35:04 GMT+0000 (Greenwich Mean Time),T,
1,Poland,2022-Nov-26 13:34:41.000,Poland's odds were gradually|drifting until they opened|account against Saudi Arabia,s,30,-20,0,0,-15,end,Sat Nov 26 2022 13:34:41 GMT+0000 (Greenwich Mean Time),T,
1,Portugal,2022-Dec-06 18:57:46.000,Portugal's odds jumped following|Morocco's win over Spain,e,12,0,-8,10,0,end,Tue Dec 06 2022 18:57:46 GMT+0000 (Greenwich Mean Time),T,
1,Portugal,2022-Dec-06 19:54:24.000,"Portugal's manager Fernando Santos made the bold|call to start their first knockout match with Cristiano|Ronaldo on the bench, and the decision paid off with|his replacement, Goncalo Ramos, scoring a hat-trick",se,20,-16,0,0,-24,end,Tue Dec 06 2022 19:54:24 GMT+0000 (Greenwich Mean Time),T,
1,Portugal,2022-Dec-09 22:05:48.000,Brazil's surprise exit in the quarter-finals increased|Portugal's title chances from 13% to 17%,s,40,0,-10,0,0,middle,Fri Dec 09 2022 22:05:48 GMT+0000 (Greenwich Mean Time),T,
1,Portugal,2022-Dec-10 16:01:19.000,"Bookies lowered Portugal's|chances of winning the|World Cup to one in|10 after Morocco's goal.|From then on, there odds|gradually fell as they|failed to find a way|through the Moroccan|defence",sw,5,8,0,0,-65,start,Sat Dec 10 2022 16:01:19 GMT+0000 (Greenwich Mean Time),T,
1,Qatar,2022-Nov-18 19:48:00.000,"After the winning the Asian Cup in 2019, Qatar entered|the World Cup with a better chance of winning|than five other nations - Australia, Costa Rica,|Iran, Saudi Arabia and Tunisia",s,5,0,-27,20,0,middle,Fri Nov 18 2022 19:48:00 GMT+0000 (Greenwich Mean Time),T,
1,Qatar,2022-Nov-26 19:42:09.000,Qatar were one of just|two teams to be eliminated|before the final group game,sw,15,20,0,0,-16,start,Sat Nov 26 2022 19:42:09 GMT+0000 (Greenwich Mean Time),T,
1,Saudi Arabia,2022-Nov-22 11:45:46.000,Saudi Arabia's odds of winning| the World Cup only increased slightly|after their win against Argentina,sw,15,20,0,0,-12,start,Tue Nov 22 2022 11:45:46 GMT+0000 (Greenwich Mean Time),T,
1,Saudi Arabia,2022-Nov-30 21:06:41.000,"Saudi Arabia were one of three|teams to win their opening game but|fail to qualify for the knockout stage,|the others being Ecuador and Belgium",s,15,0,-30,0,0,middle,Wed Nov 30 2022 21:06:41 GMT+0000 (Greenwich Mean Time),T,
1,Senegal,2022-Dec-04 18:01:20.000,"Despite being just four wins away|from a Wold Cup title, bookies|gave Senegal just a 0.7% chance",s,15,0,-30,0,0,middle,Sun Dec 04 2022 18:01:20 GMT+0000 (Greenwich Mean Time),T,
1,Senegal,2022-Nov-21 12:30:45.000,Senegal's title odds fell in the weeks|leading up to their first game due to|the injury of star player Sadio Mane,s,10,20,0,0,-14,start,Mon Nov 21 2022 12:30:45 GMT+0000 (Greenwich Mean Time),T,
1,Serbia,2022-Nov-24 19:55:47.000,Serbia's odds were rising gradually|until Richarlison scored his first|of two goals for Brazil,s,10,0,-20,0,0,middle,Thu Nov 24 2022 19:55:47 GMT+0000 (Greenwich Mean Time),T,
1,Serbia,2022-Nov-28 11:00:39.000,"Serbia's probability of winning the World Cup|shifted from 0.5% to 0.9% in a matter of minutes,| when they scored twice in first half extra| time to take the lead",s,55,20,0,0,-22,start,Mon Nov 28 2022 11:00:39 GMT+0000 (Greenwich Mean Time),T,
1,Serbia,2022-Nov-28 11:59:45.000,"Winning 3-1, Serbia conceded two quick|goals to leave them needing a|win against Switzerland to qualify",s,10,6,0,0,-12,start,Mon Nov 28 2022 11:59:45 GMT+0000 (Greenwich Mean Time),T,
1,Serbia,2022-Dec-02 20:59:57.000,"Serbia once again surrendered a lead|in their final group game, and their|odds drifted as they searched|for an equaliser in vain",sw,22,12,0,0,-12,start,Fri Dec 02 2022 20:59:57 GMT+0000 (Greenwich Mean Time),T,
1,South Korea,2022-Dec-02 20:59:57.000,"South Korea's chances had been gradually trending|down throughout the entire group stage, but|then a goal by Hwang Hee-chan, completely|against the run of the play, gave them the|lead against Portugal and a spot in the last 16",se,22,0,-20,0,0,middle,Fri Dec 02 2022 20:59:57 GMT+0000 (Greenwich Mean Time),T,
1,South Korea,2022-Nov-28 13:56:16.000,South Korea briefly looked well placed|to qualify from Group H after two quick|goals from Cho Gue-sung gave them|the lead against Ghana,s,12,-14,0,0,-30,end,Mon Nov 28 2022 13:56:16 GMT+0000 (Greenwich Mean Time),T,
1,Spain,2022-Nov-23 21:14:52.000,Bookmakers increased Spain's title chances|from 9% to 11% following their dominant|opening game performance,se,24,0,-10,-25,0,middle,Wed Nov 23 2022 21:14:52 GMT+0000 (Greenwich Mean Time),T,
1,Spain,2022-Nov-27 20:41:07.000,Spain's title odds peaked at 13%|after they scored the opening|goal against Germany,s,20,0,-10,0,0,middle,Sun Nov 27 2022 20:41:07 GMT+0000 (Greenwich Mean Time),T,
1,Spain,2022-Dec-01 21:11:43.000,"Peculiarly, Spain's odds actually improved towards the end of|their shock defeat to Japan. The loss meant Spain finished|second in the group and would therefore avoided Croatia|in the last 16 and favourites Brazil in the quarters.",s,45,25,0,0,-18,start,Thu Dec 01 2022 21:11:43 GMT+0000 (Greenwich Mean Time),T,
1,Spain,2022-Dec-06 17:12:14.000,Spain's odds kept falling as|their last 16 contest with|Morocco headed for penalties,sw,20,20,0,0,-8,start,Tue Dec 06 2022 17:12:14 GMT+0000 (Greenwich Mean Time),T,
1,Switzerland,2022-Dec-06 18:57:46.000,"Switzerland's odds jumped following Spain's| elimination,since Morocco were viewed|as an easier potential quarter-final match up",se,15,0,-30,0,0,middle,Tue Dec 06 2022 18:57:46 GMT+0000 (Greenwich Mean Time),T,
1,Switzerland,2022-Dec-02 20:24:32.000,"Switzerland needed a draw in their final group game| to reach the knockout stages, and were trailing until|goals either side of half-time gave them the lead",se,20,-40,0,0,-6,end,Fri Dec 02 2022 20:24:32 GMT+0000 (Greenwich Mean Time),T,
1,Tunisia,2022-Nov-30 16:50:31.000,"Tunisia did not score a goal in the World Cup|until the 58th minute of their 3rd game,|but that goal meant that if Denmark|equalised against Australia, Tunisia|would have qualified for the knockout stage",se,20,0,-25,0,0,middle,Wed Nov 30 2022 16:50:31 GMT+0000 (Greenwich Mean Time),T,
1,Tunisia,2022-Nov-21 21:07:37.000,"Group D was viewed as one of the least|competitve groups, with both Tunisia|and Australia among the teams with the|lowest chances of winning the World Cup",s,20,0,-8,-30,0,start,Mon Nov 21 2022 21:07:37 GMT+0000 (Greenwich Mean Time),T,
1,Uruguay,2022-Nov-24 20:41:08.000,"Uruguay's title odds fell following their|opening game, as bookmakers reflected|on their unconvincing performance",sw,20,0,-70,0,0,middle,Thu Nov 24 2022 20:41:08 GMT+0000 (Greenwich Mean Time),T,
1,Uruguay,2022-Dec-02 15:39:36.000,"Assuming South Korea failed to defeat|Portugal, Uruguay simply needed to beat|Ghana to reach the knockout stages. With Portugal|taking an early lead and de Arrascaeta giving|Uruguay a two goal advantage, prospects were|looking good for the South American side",s,2,0,-12,0,0,middle,Fri Dec 02 2022 15:39:36 GMT+0000 (Greenwich Mean Time),T,
1,Uruguay,2022-Dec-02 16:55:47.000,"But with minutes left South Korea|took the lead against Portugal,|meaning Uruguay needed one more|goal to progress on goal difference.|With some of their best attacking players|already substituted, Uruguay could|not find that crucial 3rd goal",w,10,3,0,0,-31,start,Fri Dec 02 2022 16:55:47 GMT+0000 (Greenwich Mean Time),T,
1,USA,2022-Nov-21 20:40:33.000,The USA's title odds fell after they conceded|an equaliser to Wales in their opening game,s,10,0,-5,0,0,middle,Mon Nov 21 2022 20:40:33 GMT+0000 (Greenwich Mean Time),T,
1,USA,2022-Dec-03 15:06:47.000,USA's odds peaked just above 1%|prior to their last 16 match up,s,10,25,0,0,-6,start,Sat Dec 03 2022 15:06:47 GMT+0000 (Greenwich Mean Time),T,
1,Wales,2022-Nov-29 19:00:02.000,"Wales were on the brink of elimination going into their|final group game - they needed to defeat England|by seven goals or, more realistically, beat England|and rely on a draw between the USA and Iran",s,10,0,-12,0,0,middle,Tue Nov 29 2022 19:00:02 GMT+0000 (Greenwich Mean Time),T,
1,Wales,2022-Nov-21 20:55:47.000,Wales' odds bounced back when Gareth|Bale scored a late penalty to|equalise against the USA,s,10,0,-45,-25,0,start,Mon Nov 21 2022 20:55:47 GMT+0000 (Greenwich Mean Time),T,
2,Argentina,2022-Nov-22 11:43:09.000,Argentina's world cup began|in disastrous fashion as|they surrendered an early|lead to  lose to Saudi Arabia,s,5,0,-5,-20,0,middle,Tue Nov 22 2022 11:43:09 GMT+0000 (Greenwich Mean Time),T,
